순번,변수,라벨,문항그룹,유형,결측률(%),고유값수,값설명,노트북사용
519,Q17A6,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),83.0,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
520,Q17A7,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),97.8,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
521,Q17A8,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),95.9,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
522,Q17A9,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),55.6,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
523,Q17A10,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),70.6,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
524,Q17A11,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),96.7,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
525,Q17A12,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),98.7,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
526,Q17A13,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),97.9,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
527,Q17A14,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),88.0,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
528,Q17A15,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),98.9,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
529,Q17A16,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),90.9,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
530,Q17A17,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),99.1,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
531,Q17A18,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),99.1,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
532,Q17A19,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),98.6,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
533,Q17A20,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),95.8,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
534,Q17A21,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),90.2,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
535,Q17A22,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),99.2,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
536,Q17A23,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),96.4,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
537,Q17A24,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),98.3,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
538,Q17A25,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),90.3,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
539,Q17A26,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),94.5,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
540,Q17A27,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),93.8,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
541,Q17A28,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),95.3,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
542,Q17A29,문17. 향후 1년 이내 경험 의향,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,범주형(코드),100.0,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타; 999999999=없음",O
543,Q17_ETC,문17. 향후 1년 이내 경험 의향_기타내용,Q17. 향후 참여 의향 활동 (29종 다중선택) — ★9장 예측 타깃,자유응답,100.0,1,없음,O
544,Q18,문18. 산림휴양.복지활동이 건강에 미치는 영향,Q18. 산림활동의 건강·삶의 질 영향,범주형(코드),43.1,9,0=ⓞ 부정적 영향; 1=①; 2=②; 3=③; 4=④; 5=⑤ 영향 없음; 6=⑥; 7=⑦; 8=⑧; 9=⑨; 10=⑩ 긍정적 영향,O
545,Q19_1A1,문19-1. 알고 있거나 들어본 적 있는 산림휴양.복지 프로그램,Q19. 산림복지 프로그램 — 인지·이용·예약·이용권·의향(5단계),범주형(코드),26.0,2,1=산림치유 프로그램; 2=숲해설 프로그램; 3=유아숲체험 프로그램; 4=숲길체험 프로그램; 5=산림레포츠체험 프로그램; 9=없음; 999999999=없음,
546,Q19_1A2,문19-1. 알고 있거나 들어본 적 있는 산림휴양.복지 프로그램,Q19. 산림복지 프로그램 — 인지·이용·예약·이용권·의향(5단계),범주형(코드),40.6,1,1=산림치유 프로그램; 2=숲해설 프로그램; 3=유아숲체험 프로그램; 4=숲길체험 프로그램; 5=산림레포츠체험 프로그램; 9=없음; 999999999=없음,
547,Q19_1A3,문19-1. 알고 있거나 들어본 적 있는 산림휴양.복지 프로그램,Q19. 산림복지 프로그램 — 인지·이용·예약·이용권·의향(5단계),범주형(코드),74.4,1,1=산림치유 프로그램; 2=숲해설 프로그램; 3=유아숲체험 프로그램; 4=숲길체험 프로그램; 5=산림레포츠체험 프로그램; 9=없음; 999999999=없음,
548,Q19_1A4,문19-1. 알고 있거나 들어본 적 있는 산림휴양.복지 프로그램,Q19. 산림복지 프로그램 — 인지·이용·예약·이용권·의향(5단계),범주형(코드),40.3,1,1=산림치유 프로그램; 2=숲해설 프로그램; 3=유아숲체험 프로그램; 4=숲길체험 프로그램; 5=산림레포츠체험 프로그램; 9=없음; 999999999=없음,
549,Q19_1A5,문19-1. 알고 있거나 들어본 적 있는 산림휴양.복지 프로그램,Q19. 산림복지 프로그램 — 인지·이용·예약·이용권·의향(5단계),범주형(코드),57.0,1,1=산림치유 프로그램; 2=숲해설 프로그램; 3=유아숲체험 프로그램; 4=숲길체험 프로그램; 5=산림레포츠체험 프로그램; 9=없음; 999999999=없음,
550,Q19_2A1,문19-2. 이용 경험이 있는 산림휴양.복지 프로그램,Q19. 산림복지 프로그램 — 인지·이용·예약·이용권·의향(5단계),범주형(코드),21.7,2,1=산림치유 프로그램; 2=숲해설 프로그램; 3=유아숲체험 프로그램; 4=숲길체험 프로그램; 5=산림레포츠체험 프로그램; 9=없음; 999999999=없음,
551,Q19_2A2,문19-2. 이용 경험이 있는 산림휴양.복지 프로그램,Q19. 산림복지 프로그램 — 인지·이용·예약·이용권·의향(5단계),범주형(코드),96.4,1,1=산림치유 프로그램; 2=숲해설 프로그램; 3=유아숲체험 프로그램; 4=숲길체험 프로그램; 5=산림레포츠체험 프로그램; 9=없음; 999999999=없음,
552,Q19_2A3,문19-2. 이용 경험이 있는 산림휴양.복지 프로그램,Q19. 산림복지 프로그램 — 인지·이용·예약·이용권·의향(5단계),범주형(코드),99.5,1,1=산림치유 프로그램; 2=숲해설 프로그램; 3=유아숲체험 프로그램; 4=숲길체험 프로그램; 5=산림레포츠체험 프로그램; 9=없음; 999999999=없음,
553,Q19_2A4,문19-2. 이용 경험이 있는 산림휴양.복지 프로그램,Q19. 산림복지 프로그램 — 인지·이용·예약·이용권·의향(5단계),범주형(코드),95.8,1,1=산림치유 프로그램; 2=숲해설 프로그램; 3=유아숲체험 프로그램; 4=숲길체험 프로그램; 5=산림레포츠체험 프로그램; 9=없음; 999999999=없음,
554,Q19_2A5,문19-2. 이용 경험이 있는 산림휴양.복지 프로그램,Q19. 산림복지 프로그램 — 인지·이용·예약·이용권·의향(5단계),범주형(코드),96.9,1,1=산림치유 프로그램; 2=숲해설 프로그램; 3=유아숲체험 프로그램; 4=숲길체험 프로그램; 5=산림레포츠체험 프로그램; 9=없음; 999999999=없음,
555,Q19_3A1,문19-3. 사전예약제 이용 경험,Q19. 산림복지 프로그램 — 인지·이용·예약·이용권·의향(5단계),범주형(코드),16.0,2,1=산림치유 프로그램; 2=숲해설 프로그램; 3=유아숲체험 프로그램; 4=숲길체험 프로그램; 5=산림레포츠체험 프로그램; 9=없음; 999999999=없음,
556,Q19_3A2,문19-3. 사전예약제 이용 경험,Q19. 산림복지 프로그램 — 인지·이용·예약·이용권·의향(5단계),범주형(코드),99.0,1,1=산림치유 프로그램; 2=숲해설 프로그램; 3=유아숲체험 프로그램; 4=숲길체험 프로그램; 5=산림레포츠체험 프로그램; 9=없음; 999999999=없음,
